CGC,CANOPY GROWTH CORPORATION COM,16.51,-.12,-0.72%,"5,898,556",16.50,16.68,17.005,16.36,-2.86,"6,108 M",89.19%
BB,BLACKBERRY LTD COM,5.47,+.24,+4.59%,"5,841,965",5.46,5.50,5.555,5.31,-.32,"3,039 M",83.29%
MUR,MURPHY OIL CORP COM,16.96,+2.23,+15.14%,"5,789,884",16.90,16.99,17.2829,15.90,4.04,"2,605 M",102.49%
OGI,ORGANIGRAM HOLDINGS INC COM,1.76,+.01,+0.57%,"5,771,039",1.75,1.76,1.81,1.75,-.295,305 M,153.96%
INUV,INUVO INC COM,.5450,+.0195,+3.71%,"5,709,212",.5401,.5550,.5730,.5300,-.0809,35 M,<empty>
GNC,GNC HOLDINGS INC COM CL A,.7200,+.029,+4.20%,"5,704,480",.7500,.8000,.7500,.7000,-2.86,61 M,233.75%
CNK,CINEMARK HOLDINGS INC COM,17.64,+.92,+5.50%,"5,690,528",18.00,18.50,18.91,17.51,.84,"2,074 M",144.36%
CEI,CAMBER ENERGY INC COM,1.64,+.28,+20.59%,"5,663,549",1.91,2.00,1.66,1.35,-5215,11 M,<empty>
DLPH,DELPHI TECHNOLOGIES PLC COM,15.21,+1.03,+7.26%,"5,594,827",10.00,15.20,15.42,14.76,-.65,"1,313 M",43.63%
SIG,SIGNET JEWELERS LTD COM,15.06,-.59,-3.77%,"5,579,964",14.96,15.40,17.67,14.72,1.4,788 M,124.86%
BRX,BRIXMOR PROPERTY GROUP INC COM,15.51,+1.21,+8.46%,"5,545,195",12.86,18.50,16.25,15.36,.91,"4,598 M",79.59%
GOL,GOL LINHAS AEREAS INTELIGENTES ADR SPONSORED,7.56,+.93,+14.03%,"5,490,826",8.50,8.75,7.67,7.26,-3.041,"1,332 M",166.37%
XRX,XEROX HOLDINGS CORPORATION COM,18.46,+.78,+4.41%,"5,481,079",18.60,19.00,19.36,18.43,5.22,"3,931 M",66.21%
LTRPA,LIBERTY TRIPADVISOR HLDGS INC COM,3.68,+.83,+29.12%,"5,480,454",3.20,3.68,4.03,3.07,-.59,276 M,187.67%
HOME,AT HOME GROUP INC COM,6.88,+.68,+10.97%,"5,468,204",6.91,7.25,7.02,6.48,-3.35,442 M,126.22%
JMIA,JUMIA TECHNOLOGIES AG ADR SPONSORED,6.77,+.82,+13.78%,"5,435,043",6.75,6.90,6.84,6.11,-3.429,531 M,110.77%
DVAX,DYNAVAX TECHNOLOGIES CORP COM,6.09,-.39,-6.02%,"5,423,896",6.09,6.30,6.70,5.90,-1.79,663 M,135.32%
USWS,US WELL SERVICES INC COM CL A,.6321,+.1597,+33.81%,"5,402,604",.6500,.6800,.7197,.5100,-4.66,50 M,<empty>
SVC,SERVICE PROPERTIES TRUST COM USD0.01 SH BEN INT,11.27,+1.97,+21.18%,"5,399,836",11.25,11.64,11.80,10.00,.01,"1,855 M",155.48%
APLE,APPLE HOSPITALITY REIT INC COM NEW,12.67,+.72,+6.03%,"5,385,366",12.67,13.25,13.24,12.31,.59,"2,828 M",59.68%
RLJ,RLJ LODGING TR COM,12.95,+.59,+4.77%,"5,355,936",6.85,15.93,14.535,12.87,.26,"2,138 M",80.22%
TECK,TECK RESOURCES LIMITED COM CL B,11.66,+.95,+8.87%,"5,330,340",11.50,12.33,12.05,11.25,-2.077,"6,193 M",60.91%
NMRK,NEWMARK GROUP INC COM CL A,6.39,+.79,+14.11%,"5,281,597",6.10,6.72,7.045,5.83,.53,"1,139 M",104.21%
DFFN,DIFFUSION PHARMACEUTICALS INC COM,1.12,+.06,+5.66%,"5,218,161",1.14,1.15,1.20,1.04,-1.02,67 M,<empty>
ACB,AURORA CANNABIS INC COM,13.94,-.29,-2.04%,"5,163,450",13.92,13.94,14.40,13.7789,-11.37,"1,569 M",133.05%
OIBR/C,OI SA ADR SPONSORED,.7987,+.0387,+5.09%,"5,142,069",.7700,.8300,.8200,.7700,-1.876,951 M,<empty>
BGCP,BGC PARTNERS INC COM CL A,3.165,+.075,+2.43%,"5,119,243",3.13,3.20,3.41,3.16,.02,"1,132 M",94.04%
OIS,OIL STATES INTERNATIONAL INC COM,7.57,+1.24,+19.59%,"5,072,893",7.50,8.10,7.79,6.83,-10.44,461 M,119.40%
LLNW,LIMELIGHT NETWORKS INC COM,4.70,+.015,+0.32%,"5,064,069",4.76,4.84,4.87,4.44,-.11,562 M,82.44%
FRO,FRONTLINE LTD COM,8.16,+.21,+2.64%,"5,059,853",8.12,8.24,8.30,8.08,1.38,"1,613 M",73.55%
FSM,FORTUNA SILVER MINES INC COM,4.51,-.07,-1.53%,"5,033,320",4.45,4.49,4.52,4.18,.1,829 M,84.78%
NLSN,NIELSEN HLDGS PLC COM,16.26,+.31,+1.94%,"5,001,576",15.50,19.05,17.05,16.02,-1.34,"5,796 M",49.51%
IGT,INTL GAME TECH PLC COM,10.80,+.50,+4.85%,"4,952,636",10.40,10.97,11.19,10.66,-1.5,"2,208 M",90.54%
EVRI,EVERI HOLDINGS INC COM,7.00,+.38,+5.74%,"4,920,299",6.98,7.29,7.38,6.77,-.03,597 M,142.64%
CUK,CARNIVAL PLC ADR SPONSORED,17.79,+2.09,+13.31%,"4,876,464",18.29,18.68,18.78,17.27,2.7,"12,640 M",115.94%
CHS,CHICO'S FAS INC COM,2.17,+.34,+18.58%,"4,855,321",2.00,2.26,2.2500,1.9600,-.11,261 M,140.77%
NAK,NORTHERN DYNASTY MINERALS LTD COM,1.24,-.06,-4.62%,"4,852,304",1.24,1.26,1.28,1.175,-.1204,573 M,249.40%
MBT,MOBILE TELESYSTEMS PJSC ADR,9.41,+.34,+3.75%,"4,844,897",9.10,9.65,9.55,9.355,.9385,"8,337 M",45.57%
CSFL,CENTERSTATE BANK CORPORATION .3001:1 EXC 6/8/20 840441109,18.14,+.81,+4.67%,"4,705,381",17.90,20.00,19.97,18.04,1.69,"2,252 M",53.02%
WES,WESTERN MIDSTREAM PARTNERS LP COM UNITS REP LTD PTNR INTR,11.20,+1.50,+15.46%,"4,689,665",11.38,13.00,11.38,10.10,.72,"4,972 M",77.91%
BHC,BAUSCH HEALTH COMPANIES INC COM,19.24,-.13,-0.67%,"4,685,900",19.26,19.49,20.34,19.10,-5.36,"6,825 M",54.87%
RUBI,RUBICON PROJECT COM,8.28,+1.12,+15.64%,"4,669,174",8.20,8.50,8.42,7.49,-.42,889 M,95.29%
MLCO,MELCO RESORTS & ENTERTAINMENT ADR SPONSORED,18.75,-.06,-0.32%,"4,657,192",18.60,19.04,19.775,18.71,.162,"8,940 M",58.21%
HUYA,HUYA INC ADR,16.68,-.25,-1.48%,"4,624,469",16.50,16.75,16.74,15.88,.3499,"3,661 M",58.85%
STAY,EXTENDED STAY AMERICA INC UNITS (COMPR 1 COM&1 CL 'B',12.10,+.04,+0.33%,"4,606,731",12.07,12.32,12.54,12.02,.28,"2,148 M",56.07%
RRR,RED ROCK RESORTS INC COM CL A,15.62,+.57,+3.79%,"4,590,405",15.85,15.94,17.04,15.32,-2.39,"1,833 M",99.29%
SONM,SONIM TECHNOLOGIES INC COM,.9017,+.0174,+1.97%,"4,529,926",.8900,.9200,.9413,.8396,-1.483,19 M,<empty>
MFC,MANULIFE FINANCIAL CORP COM,14.54,+.84,+6.13%,"4,512,977",14.00,17.58,14.755,14.23,1.746,"28,200 M",42.34%
FEYE,FIREEYE INC COM,12.86,-.19,-1.46%,"4,505,943",12.86,12.88,13.36,12.78,-1.21,"2,866 M",54.23%
VLY,VALLEY NATIONAL BANCORP COM,9.20,+.48,+5.50%,"4,470,965",9.12,9.18,9.56,9.09,.75,"3,715 M",51.34%
SITC,SITE CENTERS CORP COM,8.83,+.79,+9.83%,"4,392,113",7.00,9.24,9.26,8.68,.33,"1,706 M",108.29%
TTM,TATA MOTORS LIMITED ADR,7.45,+.77,+11.53%,"4,313,267",7.45,7.80,7.73,7.35,-6.213,"5,360 M",80.78%
SOLO,ELECTRAMECCANICA VEHS CORP COM,1.36,+.14,+11.48%,"4,312,957",1.35,1.39,1.37,1.25,-.28,52 M,++
VREX,VAREX IMAGING CORPORATION COM,17.68,+1.03,+6.19%,"4,267,846",17.15,17.93,17.931,16.755,.09,691 M,48.75%
EROS,EROS INTERNATIONAL COM,3.81,+.10,+2.70%,"4,264,895",3.77,3.87,3.87,3.61,-6.229,502 M,239.81%
MGI,MONEYGRAM INTERNATIONAL INC COM,3.33,-.14,-4.03%,"4,257,761",3.30,3.38,3.56,3.25,-.92,211 M,168.71%
RMED,RA MEDICAL SYSTEMS INC COM,.5270,-.018,-3.30%,"4,255,068",.5225,.5250,.5450,.5055,-3.73,18 M,<empty>
UBS,UBS GROUP AG COM,11.66,+.05,+0.43%,"4,241,397",11.61,11.67,11.84,11.635,1.27,"41,790 M",51.56%
INN,SUMMIT HOTEL PROPERTIES INC COM,8.02,-.03,-0.37%,"4,231,574",7.80,9.03,9.31,7.97,.38,847 M,114.39%
RIOT,RIOT BLOCKCHAIN INC COM,2.60,-.03,-1.14%,"4,229,454",2.52,2.56,2.68,2.42,-.23,90 M,224.42%
NNDM,NANO DIMENSION LTD ADR SPONSORED,2.61,-.02,-0.76%,"4,220,767",2.58,2.60,2.75,2.53,-2.5,120 M,<empty>
WATT,ENERGOUS CORP COM,2.34,+.40,+20.62%,"4,187,186",2.26,2.27,2.38,1.88,-1.13,97 M,177.32%
RBS,ROYAL BANK OF SCOTLAND GRP PLC ADR SPONSORED,3.52,+.25,+7.65%,"4,106,087",3.53,3.58,3.60,3.475,.5816,"21,285 M",60.11%
ESRT,EMPIRE ST RLTY TR INC CL A,8.10,+.25,+3.18%,"4,081,764",6.70,9.10,8.59,8.04,.27,"2,842 M",118.47%
SAVA,CASSAVA SCIENCES INC COM,2.59,-.07,-2.63%,"4,076,443",2.52,2.67,2.88,2.53,-.24,64 M,233.12%
LX,LEXINFINTECH HOLDINGS LTD ADR,9.00,+.91,+11.25%,"4,057,605",8.82,8.94,9.06,8.33,6.2,"1,628 M",89.54%
MESA,MESA AIR GROUP INC COM,4.31,+.42,+10.80%,"4,051,057",4.45,4.48,5.21,4.26,.8,152 M,266.53%
ACTG,ACACIA RESEARCH CORP COM,3.72,+.53,+16.61%,"4,023,801",3.68,3.80,3.80,3.08,-.55,181 M,118.06%
ATI,ALLEGHENY TECHNOLOGIES INC COM,12.13,+1.04,+9.38%,"3,992,592",12.03,12.40,12.60,11.81,1.89,"1,536 M",91.47%
DS,DRIVE SHACK INC COM,2.38,+.28,+13.33%,"3,990,023",2.38,2.40,2.48,2.31,-.94,160 M,127.87%
YRCW,YRC WORLDWIDE INC COM,2.07,+.31,+17.61%,"3,989,867",2.06,2.09,2.15,1.78,-1.53,77 M,260.10%
AEG,AEGON NV ADR SPONSORED,3.39,+.15,+4.63%,"3,975,556",3.35,3.55,3.46,3.385,.6273,"6,958 M",64.99%
OI,O-I GLASS INC COM,11.06,+.94,+9.29%,"3,934,496",10.90,11.55,11.46,10.62,-2.77,"1,732 M",76.48%
WKHS,WORKHORSE GROUP INC COM,3.19,-.05,-1.54%,"3,932,597",3.20,3.25,3.455,3.10,-.41,225 M,229.50%
TGI,TRIUMPH GROUP INC COM,11.18,+1.41,+14.43%,"3,901,068",11.00,11.50,11.99,10.61,-.56,580 M,108.03%
MBRX,MOLECULIN BIOTECH INC COM,1.11,+.03,+2.78%,"3,883,883",1.10,1.13,1.16,1.02,-.2,67 M,<empty>
ENBL,ENABLE MIDSTREAM PARTNERS LP COM USD0.0001 CL'A',6.43,+1.29,+25.10%,"3,852,188",6.18,7.79,6.48,5.46,.75,"2,800 M",151.83%
HA,HAWAIIAN HOLDINGS INC COM,19.36,-.10,-0.51%,"3,837,920",19.41,19.85,22.35,18.71,.82,890 M,107.43%
EXTR,EXTREME NETWORKS COM,5.10,+.99,+24.09%,"3,817,749",5.09,5.35,5.2601,4.67,-1.03,613 M,84.57%
MARA,MARATHON PATENT GROUP INC COM,1.00,-.09,-8.26%,"3,812,076",.98,1.00,1.0601,.9211,-.49,18 M,++
NAVI,NAVIENT CORP COM,8.815,+.595,+7.24%,"3,782,679",8.10,8.82,9.25,8.655,1.51,"1,709 M",78.99%
NAKD,NAKED BRAND GROUP LTD COM,.6490,-.004,-0.61%,"3,772,172",.6436,.6510,.6903,.6450,-34.74,4.7 M,<empty>
XAN,EXANTAS CAPITAL CORP COM NEW,2.86,+.27,+10.42%,"3,719,508",3.00,3.11,3.37,2.76,-5.67,92 M,++
ONDK,ON DECK CAPITAL COM,.9681,+.1081,+12.57%,"3,704,934",.9700,1.0400,1.0200,.9154,-.65,57 M,753.52%
NG,NOVAGOLD RESOURCES INC COM,9.05,-.18,-1.95%,"3,670,666",8.26,9.15,9.08,8.50,-.09,"2,974 M",67.66%
ATHX,ATHERSYS INC COM,2.78,-.05,-1.77%,"3,507,044",2.75,2.81,2.91,2.71,-.3,547 M,157.90%
ASX,ASE TECHNOLOGY HOLDING CO LTD ADR SPONSORED,4.49,+.14,+3.22%,"3,501,439",4.48,4.60,4.54,4.47,.2594,"9,568 M",<empty>
WBT,WELBILT INC COM,8.36,+1.27,+17.91%,"3,497,389",8.40,8.88,8.82,7.63,.3,"1,183 M",130.39%
EXK,ENDEAVOUR SILVER CORP COM,2.03,-.03,-1.46%,"3,497,208",1.94,2.03,2.03,1.935,-.37,292 M,++
AMRS,AMYRIS INC COM,4.68,-.20,-4.10%,"3,496,432",4.69,4.80,5.15,4.60,-2.46,763 M,102.62%
TGNA,TEGNA INC COM,12.97,+.75,+6.14%,"3,482,822",11.90,19.25,13.07,12.59,1.36,"2,834 M",48.15%
EURN,EURONAV COM,9.95,+.06,+0.61%,"3,434,176",9.97,10.00,10.09,9.835,1.48,"2,140 M",81.34%
TEN,TENNECO INC COM CL A,10.23,+1.15,+12.67%,"3,413,443",10.10,10.50,10.58,9.555,-13.02,831 M,95.95%
NWSA,NEWS CORP NEW COM CL A,12.955,+.165,+1.29%,"3,410,280",10.61,13.59,13.32,12.885,-1.57,"7,624 M",58.29%
CRK,COMSTOCK RESOURCES INC COM,5.61,+.27,+5.06%,"3,393,688",5.56,5.70,5.63,5.33,.54,"1,300 M",71.16%
PUMP,PROPETRO HOLDING CORP COM,6.36,+.70,+12.37%,"3,379,810",6.22,6.50,6.58,5.90,1.57,641 M,137.71%
RUTH,RUTHS HOSPITALITY GROUP INC COM,10.70,+.635,+6.31%,"3,372,294",10.85,11.00,11.80,10.45,.84,296 M,123.26%
EXPR,EXPRESS INC COM,2.05,+.16,+8.47%,"3,348,770",1.96,2.06,2.1209,1.895,-4.75,132 M,113.96%
BDN,BRANDYWINE REALTY TRUST SH BEN INT NEW,11.47,+.35,+3.15%,"3,348,089",5.18,17.89,12.06,11.275,.2,"1,956 M",63.05%
VIV,TELEFONICA BRASIL SA ADR SPONSORED,9.55,+.29,+3.13%,"3,335,879",7.64,9.78,9.74,9.54,.6083,"16,127 M",33.26%
ADMA,ADMA BIOLOGICS INC COM,2.975,-.125,-4.03%,"3,308,856",2.960,3.020,3.170,2.940,-.87,257 M,++
ETM,ENTERCOM COMMUNICATIONS COM CL A,2.39,+.38,+18.91%,"3,302,350",2.40,2.49,2.48,2.10,-3.16,323 M,227.44%
ROIC,RETAIL OPP INVESTS CORP COM,12.87,+.72,+5.93%,"3,289,832",11.20,13.53,13.73,12.65,.4,"1,497 M",113.22%
CADE,CADENCE BANCORPORATION COM CL A,9.86,+.71,+7.76%,"3,275,502",8.77,10.12,10.50,9.70,-2.03,"1,242 M",127.34%
FNB,FNB CORP PA COM,9.06,+.66,+7.86%,"3,254,615",9.00,9.25,9.31,8.85,1.02,"2,927 M",++
BPYU,BROOKFIELD PPTY REIT INC CL A,13.43,+1.44,+12.01%,"3,249,451",13.50,14.75,13.61,12.77,6.764,751 M,90.45%
ABR,ARBOR REALTY TRUST INC COM,9.73,+.40,+4.29%,"3,231,588",9.75,9.90,10.39,9.611,.47,"1,073 M",79.01%
IHRT,IHEARTMEDIA INC COM CL A,10.61,+1.05,+10.98%,"3,230,436",10.58,11.50,12.34,9.955,1.19,709 M,160.32%
CCH/WS,COLLIER CREEK HOLDINGS WARRANT,3.55,+1.31,+58.48%,"3,196,275",3.99,4.00,3.90,2.75,<empty>,0,<empty>
RPAI,RETAIL PROP OF AMERICA INC CL A,7.80,+.72,+10.17%,"3,184,522",6.21,14.30,8.18,7.60,.14,"1,670 M",155.43%
YEXT,YEXT INC COM,16.31,-.36,-2.16%,"3,180,102",15.91,16.17,17.37,15.72,-1.16,"1,917 M",63.58%
REI,RING ENERGY INC COM,1.40,+.25,+21.74%,"3,160,601",1.41,1.50,1.40,1.23,1.01,95 M,326.11%
GLNG,GOLAR LNG LIMITED COM,9.43,+1.365,+16.92%,"3,153,300",9.04,9.70,9.49,8.32,-2.76,923 M,96.85%
RRD,DONNELLEY RR & SONS CO COM,1.51,+.26,+20.80%,"3,130,530",1.50,1.52,1.605,1.31,-1.37,108 M,127.34%
INSG,INSEEGO CORP COM,9.96,+.18,+1.84%,"3,121,069",9.92,9.96,10.1395,9.75,-.62,958 M,100.68%
ANH,ANWORTH MORTGAGE ASSET CORP COM,1.89,+.10,+5.59%,"3,111,761",1.90,2.05,2.05,1.81,-2.32,187 M,++
ELY,CALLAWAY GOLF COMPANY COM,17.37,+.66,+3.95%,"3,111,672",16.00,20.00,18.00,17.16,.62,"1,635 M",62.66%
ITRM,ITERUM THERAPEUTICS PLC COM,1.53,+.04,+2.68%,"3,109,444",1.49,1.50,1.60,1.42,-6.74,23 M,<empty>
CSTM,CONSTELLIUM SE (FRANCE) COM,9.55,-.01,-0.10%,"3,073,190",9.30,9.88,10.20,9.49,.0217,"1,317 M",81.15%
PHYS,SPROTT PHYSICAL GOLD TRUST UNIT,13.46,-.26,-1.90%,"3,069,212",13.40,13.52,13.58,13.32,2.17,"3,122 M",<empty>
FOSL,FOSSIL GROUP INC COM,5.25,+.89,+20.41%,"3,064,089",5.31,5.50,5.33,4.52,-2.48,266 M,176.60%
STL,STERLING BANCORP D COM,14.40,+1.01,+7.54%,"3,063,847",13.45,14.43,15.00,14.265,1.62,"2,800 M",93.70%
ACST,ACASTI PHARMA INC COM CL A,.7500,-.05,-6.25%,"3,043,640",.7425,.7500,.7800,.7100,-.87,68 M,<empty>
MUFG,MITSUBISHI UFJ FIN GRP INC ADR SPONSORED,4.34,+.17,+4.08%,"3,033,548",4.00,4.37,4.37,4.32,.3672,"55,728 M",++
SVM,SILVERCORP METALS INC COM,4.87,+.01,+0.21%,"3,029,726",4.85,4.96,4.88,4.58,.2,847 M,<empty>
GPMT,GRANITE POINT MTG TRUST INC COM,7.55,+1.03,+15.80%,"3,003,640",7.40,7.67,8.06,7.30,.29,416 M,128.52%
LILAK,LIBERTY LATIN AMERICA LTD COM,10.96,+.96,+9.60%,"2,994,485",10.96,15.30,11.19,10.35,-1.2,"2,001 M",57.11%
ANGI,ANGI HOMESERVICES INC COM CL A,12.56,+.575,+4.80%,"2,975,469",12.17,12.97,12.865,12.05,.03,"6,205 M",89.43%
ATOS,ATOSSA THERAPEUTICS INC COM,3.36,+.69,+25.84%,"2,964,415",3.15,3.17,3.48,2.54,-1.73,31 M,255.43%
PVAC,PENN VIRGINIA CORP COM,16.99,+2.36,+16.13%,"2,951,356",16.75,16.80,17.43,14.7001,17.99,258 M,132.78%
TGTX,TG THERAPEUTICS INC COM,18.28,+.69,+3.92%,"2,943,628",18.47,18.50,19.53,18.07,-2.01,"2,097 M",75.66%
CNHI,CNH INDUSTRIAL NV COM,7.60,+.47,+6.59%,"2,938,140",7.35,9.87,7.79,7.58,.81,"10,369 M",68.98%
GAN,GAN LTD COM,18.75,-1.99,-9.59%,"2,932,817",19.05,19.20,21.39,18.35,.06,542 M,159.59%
PGRE,PARAMOUNT GROUP INC COM,9.21,+.39,+4.42%,"2,924,266",7.01,9.55,9.56,9.06,-.17,"2,042 M",++
EB,EVENTBRITE INC COM CL A,11.67,+1.59,+15.77%,"2,893,206",11.05,12.45,12.36,10.61,-2.42,"1,322 M",100.01%
IZEA,IZEA WORLDWIDE INC COM,.5999,-.0201,-3.24%,"2,879,471",.6041,.6100,.6420,.5900,-.32,21 M,<empty>
BOXL,BOXLIGHT CORPORATION COM CL A,1.0600,+.02,+1.92%,"2,862,714",.9900,1.0600,1.2100,1.0000,-.59,15 M,<empty>
BLDP,BALLARD POWER SYSTEMS INC COM,12.10,+.155,+1.30%,"2,826,906",12.00,12.50,12.59,11.915,-.18,"2,948 M",71.90%
SGMS,SCIENTIFIC GAMES CORP COM,19.69,+.77,+4.07%,"2,819,754",19.02,19.75,20.96,19.45,-2.83,"1,860 M",100.67%
AHT,ASHFORD HOSPITALITY TRUST INC COM SHS,1.08,+.1767,+19.56%,"2,804,913",1.10,1.19,1.25,1.05,-2.03,114 M,++
BOX,BOX INC COM CL A,18.31,-.41,-2.19%,"2,793,022",18.29,18.90,18.94,18.25,-.9,"2,810 M",48.76%
ADT,ADT INC COM,8.37,+.25,+3.08%,"2,777,893",8.21,8.49,8.62,8.12,-.88,"6,446 M",81.21%
VRRM,VERRA MOBILITY CORP COM,12.37,+.47,+3.95%,"2,772,315",12.05,13.00,13.17,12.34,.23,"2,000 M",54.92%
GERN,GERON CORP COM,1.54,0,0.00%,"2,769,712",1.54,1.56,1.61,1.52,-.39,478 M,302.01%
RDN,RADIAN GROUP INC COM,18.42,+1.28,+7.47%,"2,754,231",18.08,19.53,19.12,18.19,3.12,"3,507 M",86.04%
HT,HERSHA HOSPITALITY TRUST PR SHS BEN INT,9.09,+2.29,+33.68%,"2,744,605",8.85,9.23,9.50,7.48,-1.16,352 M,96.72%
PTN,PALATIN TECHNOLOGIES INC COM,.5854,-.0014,-0.24%,"2,706,289",.5600,.6100,.6100,.5662,.18,134 M,<empty>
ZUO,ZUORA INC COM CL A,12.75,+.07,+0.55%,"2,699,423",12.50,12.94,13.57,12.52,-.71,"1,475 M",64.16%
PMT,PENNYMAC MTG INVEST TRUST COM,14.56,+.51,+3.63%,"2,656,666",14.05,17.00,16.04,14.24,-4.25,"1,454 M",103.66%
VRT,VERTIV HOLDINGS CO COM CL A,14.00,+.36,+2.64%,"2,637,985",10.23,15.00,14.42,13.68,-1.1,"4,598 M",57.22%
TOUR,TUNIU CORP ADR,1.12,+.08,+7.69%,"2,621,392",1.12,1.14,1.25,1.00,-5.67,138 M,++
AMKR,AMKOR TECHNOLOGY INC COM,12.55,+.82,+6.99%,"2,606,619",12.40,12.55,13.09,12.00,.86,"3,026 M",53.20%
REZI,RESIDEO TECHNOLOGIES INC COM,9.17,+.51,+5.89%,"2,603,112",8.55,9.78,9.725,8.51,-.27,"1,129 M",111.19%
GLBS,GLOBUS MARITIME LTD COM,.7887,+.0473,+6.38%,"2,599,846",.7800,.7855,.8880,.7300,-8.73,5.1 M,<empty>
CNDT,CONDUENT INC COM,2.92,+.26,+9.77%,"2,582,253",2.96,3.04,3.05,2.74,-8.04,610 M,++
HMHC,HOUGHTON MIFFLIN LLC COM,2.75,+.58,+26.73%,"2,576,560",2.43,2.72,2.91,2.24,-3.54,345 M,188.35%
CDR,CEDAR REALTY TRUST INC COM NEW,1.47,+.02,+1.38%,"2,573,701",1.40,1.47,1.63,1.2906,-.1822,131 M,++
PPC,PILGRIMS PRIDE CORP COM,18.46,-.075,-0.40%,"2,565,513",18.43,18.58,19.09,18.26,1.76,"4,555 M",76.19%
OSUR,ORASURE TECHNOLOGIES INC COM,10.335,-.465,-4.31%,"2,538,817",10.34,10.35,10.95,10.285,.2,737 M,104.81%
LADR,LADDER CAPITAL CORP CL A,9.41,+.29,+3.18%,"2,525,102",9.71,9.80,10.42,9.34,.79,"1,134 M",100.55%
YTRA,YATRA ONLINE INC COM,1.50,+.25,+20.00%,"2,520,928",1.24,1.25,1.60,1.27,-33.26,68 M,<empty>
OCN,OCWEN FINANCIAL CORP COM,.7906,+.0147,+1.89%,"2,512,989",.6500,.7900,.8500,.7673,-.92,103 M,203.80%
VERI,VERITONE INC COM,11.16,-2.13,-16.03%,"2,510,024",11.17,11.23,13.97,10.29,-2.48,302 M,153.92%
SPWH,SPORTSMANS WAREHOUSE HLDGS INC COM,13.26,+1.45,+12.28%,"2,504,788",13.10,13.99,13.84,12.46,.46,574 M,115.30%
DENN,DENNY'S CORPORATION COM,13.475,+.005,+0.04%,"2,496,565",13.61,13.69,14.96,13.31,1.82,750 M,95.62%
ANF,ABERCROMBIE & FITCH CO COM CL A,13.83,+.30,+2.22%,"2,488,776",13.71,14.35,14.64,13.64,-3.01,861 M,70.40%
STNG,SCORPIO TANKERS INC COM,17.22,+.90,+5.51%,"2,485,103",17.00,17.54,17.35,16.41,-.45,"1,010 M",84.07%
VET,VERMILION ENERGY INC COM,6.79,+.98,+16.87%,"2,458,680",6.53,8.90,6.88,6.20,-6.374,"1,066 M",147.32%
SIEN,SIENTRA INC COM,4.51,+.69,+18.06%,"2,457,143",4.30,4.55,5.14,4.03,-2.29,226 M,99.59%
AMPY,AMPLIFY ENERGY CORP COM,2.24,+.40,+21.74%,"2,446,505",2.27,2.40,2.30,1.94,-10.19,84 M,336.05%
ICLK,ICLICK INTERACTIVE ASIA GRP LT ADR,5.70,+.32,+5.95%,"2,414,047",5.55,5.73,5.70,5.42,-.21,420 M,166.22%
SMHI,SEACOR MARINE HOLDINGS INC COM,3.31,+.86,+35.10%,"2,385,927",2.80,3.39,3.40,2.69,-3.5,76 M,++
AGEN,AGENUS INC COM,3.85,+.115,+3.08%,"2,366,431",3.75,3.88,3.94,3.63,-1.25,654 M,++
OII,OCEANEERING INTERNATIONAL INC COM,7.83,+.88,+12.66%,"2,361,403",7.60,8.49,8.10,7.52,-6.98,777 M,179.44%
PSLV,SPROTT PHYSICAL SILVER TRUST TR UNIT,6.28,-.17,-2.64%,"2,359,613",6.30,6.37,6.40,6.22,-.48,"1,107 M",<empty>
XHR,XENIA HOTELS & RESORTS INC COM,12.34,+1.62,+15.11%,"2,354,835",12.25,14.06,13.53,11.76,.02,"1,400 M",123.04%
FPAC/WS,FAR POINT ACQUISITION CORP WARRANT,.85,+.05,+6.25%,"2,352,170",.50,.98,.85,.70,<empty>,0,<empty>
ORI,OLD REPUBLIC INTL CORP COM,18.06,+1.14,+6.74%,"2,335,551",13.40,18.98,18.39,17.68,.13,"5,490 M",42.55%
OXLC,OXFORD LANE CAPITAL CORP COM,4.20,+.20,+5.00%,"2,331,807",4.19,4.21,4.34,4.15,-4.14,322 M,<empty>
EQX,EQUINOX GOLD CORP COM,9.69,+.14,+1.47%,"2,326,333",9.04,10.36,9.70,8.91,-.01,"2,307 M",70.33%
GLOG,GASLOG LTD COM,3.90,+.57,+17.12%,"2,300,828",3.90,4.12,3.935,3.37,-1.87,314 M,99.36%
UPWK,UPWORK INC COM,12.33,+.23,+1.90%,"2,294,436",12.00,12.35,12.49,12.05,-.19,"1,420 M",88.66%
SD,SANDRIDGE ENERGY INC COM,1.80,+.28,+18.42%,"2,278,418",1.70,1.90,1.94,1.52,-12.89,64 M,130.54%
ARR,ARMOUR RESIDENTIAL REIT INC COM,9.20,+.21,+2.34%,"2,259,944",9.21,9.25,10.10,9.11,-9.33,594 M,84.37%
RYAM,RAYONIER ADV MATERIALS INC COM,2.73,-.48,-14.95%,"2,259,330",2.85,3.44,3.48,2.44,-.43,173 M,415.89%
PEIX,PACIFIC ETHANOL INC COM,.8100,-.021,-2.53%,"2,240,909",.8142,.8300,.9300,.8000,-2.08,45 M,++
LEVI,LEVI STRAUSS & COMPANY COM CL A,16.07,+.63,+4.08%,"2,230,453",16.03,16.30,16.97,15.91,.97,"6,367 M",58.79%
WPRT,WESTPORT FUEL SYSTEMS INC COM,1.31,-.09,-6.43%,"2,208,808",1.32,1.36,1.41,1.27,.0003,179 M,195.93%
